Location,Link,Price (€),Area (m²),Hab
"Puigfred, Badalona",https://www.idealista.com/obra-nueva/101509057/inmueble/101663545/,295000 ,81 ,3 
"Puigfred, Badalona",https://www.idealista.com/obra-nueva/101509057/inmueble/107891428/,326500 ,96 ,3 
"Puigfred, Badalona",https://www.idealista.com/obra-nueva/101509057/inmueble/108291708/,335000 ,81 ,3 
"Puigfred, Badalona",https://www.idealista.com/obra-nueva/101509057/inmueble/108731671/,336500 ,91 ,3 
"Puigfred, Badalona",https://www.idealista.com/obra-nueva/101509057/inmueble/108291851/,356000 ,73 ,3 
"Puigfred, Badalona",https://www.idealista.com/obra-nueva/101509057/inmueble/107891629/,380000 ,73 ,2 
"Puigfred, Badalona",https://www.idealista.com/obra-nueva/101509057/inmueble/107891672/,410000 ,89 ,3 
"Puigfred, Badalona",https://www.idealista.com/obra-nueva/101509057/inmueble/107891753/,430000 ,79 ,2 
"La Plana - Montesa, Esplugues de Llobregat",https://www.idealista.com/obra-nueva/107820059/inmueble/107820061/,297700 ,73 ,2 
"La Plana - Montesa, Esplugues de Llobregat",https://www.idealista.com/obra-nueva/107820059/inmueble/107820069/,326600 ,69 ,2 
"La Plana - Montesa, Esplugues de Llobregat",https://www.idealista.com/obra-nueva/107820059/inmueble/108651302/,344100 ,65 ,2 
"La Plana - Montesa, Esplugues de Llobregat",https://www.idealista.com/obra-nueva/107820059/inmueble/108651328/,350700 ,65 ,2 
"La Plana - Montesa, Esplugues de Llobregat",https://www.idealista.com/obra-nueva/107820059/inmueble/107820117/,355800 ,69 ,2 
"La Plana - Montesa, Esplugues de Llobregat",https://www.idealista.com/obra-nueva/107820059/inmueble/108651265/,447100 ,101 ,3 
"Fontetes, Cerdanyola del Vallès",https://www.idealista.com/obra-nueva/103323162/inmueble/103338820/,298000 ,88 ,3 
"Fontetes, Cerdanyola del Vallès",https://www.idealista.com/obra-nueva/103323162/inmueble/108618108/,315000 ,87 ,3 
"Fontetes, Cerdanyola del Vallès",https://www.idealista.com/obra-nueva/103323162/inmueble/105912402/,315000 ,90 ,3 
"Fontetes, Cerdanyola del Vallès",https://www.idealista.com/obra-nueva/103323162/inmueble/108047949/,328000 ,88 ,3 
"Sant Andreu, Barcelona",https://www.idealista.com/obra-nueva/98574813/inmueble/108122072/,298500 ,47 ,1 
Vallirana,https://www.idealista.com/obra-nueva/108619660/inmueble/108652761/,299000 ,100 ,3 
Vallirana,https://www.idealista.com/obra-nueva/108619660/inmueble/108652759/,309000 ,100 ,3 
Vallirana,https://www.idealista.com/obra-nueva/108619660/inmueble/108652751/,314000 ,104 ,3 
Vallirana,https://www.idealista.com/obra-nueva/108619660/inmueble/108652762/,319000 ,100 ,3 
Vallirana,https://www.idealista.com/obra-nueva/108619660/inmueble/108652760/,324000 ,104 ,3 
Vallirana,https://www.idealista.com/obra-nueva/108619660/inmueble/108658516/,334000 ,104 ,3 
Vallirana,https://www.idealista.com/obra-nueva/108619660/inmueble/108658441/,364000 ,104 ,3 
"La Marina del Prat Vermell, Barcelona",https://www.idealista.com/obra-nueva/106977798/inmueble/108923260/,300000 ,69 ,2 
"La Marina del Prat Vermell, Barcelona",https://www.idealista.com/obra-nueva/106977798/inmueble/107763807/,309000 ,64 ,2 
"La Marina del Prat Vermell, Barcelona",https://www.idealista.com/obra-nueva/106977798/inmueble/107763788/,320000 ,61 ,2 
"La Marina del Prat Vermell, Barcelona",https://www.idealista.com/obra-nueva/106977798/inmueble/107763593/,327000 ,67 ,2 
"Mas Rampinyo - Carrerada, Montcada i Reixac",https://www.idealista.com/obra-nueva/106037807/inmueble/108619681/,302500 ,92 ,3 
"Fontetes, Cerdanyola del Vallès",https://www.idealista.com/obra-nueva/107563781/inmueble/108172110/,303000 ,61 ,2 
"Fontetes, Cerdanyola del Vallès",https://www.idealista.com/obra-nueva/107563781/inmueble/107563811/,312000 ,61 ,2 
"Fontetes, Cerdanyola del Vallès",https://www.idealista.com/obra-nueva/107563781/inmueble/107717674/,321000 ,68 ,2 
"Fontetes, Cerdanyola del Vallès",https://www.idealista.com/obra-nueva/107563781/inmueble/108172112/,350000 ,59 ,2 
"Fontetes, Cerdanyola del Vallès",https://www.idealista.com/obra-nueva/107563781/inmueble/108172107/,355000 ,85 ,3 
"Fontetes, Cerdanyola del Vallès",https://www.idealista.com/obra-nueva/107563781/inmueble/107563806/,355000 ,86 ,3 
"Fontetes, Cerdanyola del Vallès",https://www.idealista.com/obra-nueva/107563781/inmueble/108172127/,383000 ,92 ,3 
"Fontetes, Cerdanyola del Vallès",https://www.idealista.com/obra-nueva/107563781/inmueble/107563819/,389000 ,75 ,3 
"Fontetes, Cerdanyola del Vallès",https://www.idealista.com/obra-nueva/107563781/inmueble/107717660/,401000 ,85 ,3 
"Eixample, Mataró",https://www.idealista.com/obra-nueva/105081577/inmueble/108710638/,305000 ,89 ,2 
"Eixample, Mataró",https://www.idealista.com/obra-nueva/105081577/inmueble/108127411/,335000 ,89 ,2 
"Eixample, Mataró",https://www.idealista.com/obra-nueva/105081577/inmueble/108710557/,347000 ,95 ,2 
"Eixample, Mataró",https://www.idealista.com/obra-nueva/105081577/inmueble/108460607/,350000 ,89 ,2 
"Eixample, Mataró",https://www.idealista.com/obra-nueva/105081577/inmueble/108278245/,359000 ,89 ,2 
"Eixample, Mataró",https://www.idealista.com/obra-nueva/105081577/inmueble/108731462/,425000 ,95 ,2 
"Eixample, Mataró",https://www.idealista.com/obra-nueva/105081577/inmueble/106202547/,520000 ,126 ,3 
"Eixample, Mataró",https://www.idealista.com/obra-nueva/105081577/inmueble/108710643/,575000 ,126 ,3 
"Eixample, Mataró",https://www.idealista.com/obra-nueva/105081577/inmueble/108710772/,585000 ,95 ,2 
"La Marina del Port, Barcelona",https://www.idealista.com/obra-nueva/99743956/inmueble/108817296/,305000 ,60 ,1 
"La Marina del Port, Barcelona",https://www.idealista.com/obra-nueva/99743956/inmueble/107310668/,390000 ,78 ,2 
"La Marina del Port, Barcelona",https://www.idealista.com/obra-nueva/99743956/inmueble/108817071/,400000 ,84 ,2 
"La Marina del Port, Barcelona",https://www.idealista.com/obra-nueva/99743956/inmueble/99752025/,405000 ,80 ,2 
"La Marina del Port, Barcelona",https://www.idealista.com/obra-nueva/99743956/inmueble/108817262/,405000 ,87 ,2 
"La Marina del Port, Barcelona",https://www.idealista.com/obra-nueva/99743956/inmueble/108817184/,407500 ,86 ,2 
"La Marina del Port, Barcelona",https://www.idealista.com/obra-nueva/99743956/inmueble/106305323/,415000 ,78 ,2 
"La Marina del Port, Barcelona",https://www.idealista.com/obra-nueva/99743956/inmueble/108817264/,420000 ,87 ,2 
"El Coll, Barcelona",https://www.idealista.com/obra-nueva/108687056/inmueble/108688290/,305278 ,54 ,1 
"El Coll, Barcelona",https://www.idealista.com/obra-nueva/108687056/inmueble/108688309/,314930 ,56 ,1 
"El Coll, Barcelona",https://www.idealista.com/obra-nueva/108687056/inmueble/108688154/,354530 ,48 ,1 
"El Coll, Barcelona",https://www.idealista.com/obra-nueva/108687056/inmueble/108688256/,379775 ,67 ,2 
"El Coll, Barcelona",https://www.idealista.com/obra-nueva/108687056/inmueble/108688305/,379995 ,67 ,2 
"El Coll, Barcelona",https://www.idealista.com/obra-nueva/108687056/inmueble/108688301/,414123 ,72 ,2 
"El Coll, Barcelona",https://www.idealista.com/obra-nueva/108687056/inmueble/108688366/,416433 ,71 ,2 
"El Coll, Barcelona",https://www.idealista.com/obra-nueva/108687056/inmueble/108688419/,546816 ,82 ,3 
"El Coll, Barcelona",https://www.idealista.com/obra-nueva/108687056/inmueble/108688227/,547076 ,80 ,5 
"El Coll, Barcelona",https://www.idealista.com/obra-nueva/108687056/inmueble/108688140/,668488 ,107 ,3 
"El Coll, Barcelona",https://www.idealista.com/obra-nueva/108687056/inmueble/108688392/,714837 ,102 ,3 
"El Coll, Barcelona",https://www.idealista.com/obra-nueva/108687056/inmueble/108688006/,792773 ,133 ,4 
"El Coll, Barcelona",https://www.idealista.com/obra-nueva/108687056/inmueble/108688414/,365425 ,N/A,N/A
"La Plana - Montesa, Esplugues de Llobregat",https://www.idealista.com/obra-nueva/106329951/inmueble/108031651/,305500 ,56 ,2 
"La Plana - Montesa, Esplugues de Llobregat",https://www.idealista.com/obra-nueva/106329951/inmueble/108596387/,325900 ,66 ,2 
"La Plana - Montesa, Esplugues de Llobregat",https://www.idealista.com/obra-nueva/106329951/inmueble/108814606/,340200 ,65 ,2 
"La Plana - Montesa, Esplugues de Llobregat",https://www.idealista.com/obra-nueva/106329951/inmueble/106330023/,342800 ,63 ,2 
"La Plana - Montesa, Esplugues de Llobregat",https://www.idealista.com/obra-nueva/106329951/inmueble/108596378/,411600 ,74 ,3 
"La Plana - Montesa, Esplugues de Llobregat",https://www.idealista.com/obra-nueva/106329951/inmueble/106330001/,412900 ,86 ,3 
"Centre, Mataró",https://www.idealista.com/obra-nueva/104551350/inmueble/106404458/,315000 ,78 ,2 
"Centre, Mataró",https://www.idealista.com/obra-nueva/104551350/inmueble/107517442/,330000 ,80 ,2 
"Centre, Mataró",https://www.idealista.com/obra-nueva/104551350/inmueble/107517443/,335000 ,68 ,2 
"Centre, Mataró",https://www.idealista.com/obra-nueva/104551350/inmueble/104556445/,345000 ,91 ,2 
"Centre, Mataró",https://www.idealista.com/obra-nueva/104551350/inmueble/107365482/,360000 ,80 ,2 
"Centre, Mataró",https://www.idealista.com/obra-nueva/104551350/inmueble/104556462/,380000 ,126 ,2 
"Centre, Mataró",https://www.idealista.com/obra-nueva/104551350/inmueble/104556469/,410000 ,107 ,3 
"Centre, Mataró",https://www.idealista.com/obra-nueva/104551350/inmueble/104556476/,420000 ,122 ,3 
"Centre, Mataró",https://www.idealista.com/obra-nueva/104551350/inmueble/107825612/,430000 ,112 ,3 
"Centre, Mataró",https://www.idealista.com/obra-nueva/104551350/inmueble/107517493/,675000 ,142 ,4 
Olèrdola,https://www.idealista.com/obra-nueva/108320178/inmueble/108326804/,317000 ,90 ,3 
"Eixample, Mataró",https://www.idealista.com/obra-nueva/81604425/inmueble/104301214/,319000 ,90 ,3 
"Eixample, Mataró",https://www.idealista.com/obra-nueva/81604425/inmueble/104301232/,330000 ,86 ,3 
"Eixample, Mataró",https://www.idealista.com/obra-nueva/81604425/inmueble/104301259/,360000 ,85 ,3 
"Eixample, Mataró",https://www.idealista.com/obra-nueva/81604425/inmueble/104301297/,479000 ,109 ,3 
Santa Perpètua de Mogoda,https://www.idealista.com/obra-nueva/107797955/inmueble/107799384/,320000 ,119 ,3 
"Mas Rampinyo - Carrerada, Montcada i Reixac",https://www.idealista.com/obra-nueva/103205792/inmueble/107057479/,322500 ,123 ,3 
Parets del Vallès,https://www.idealista.com/obra-nueva/105316013/inmueble/105685529/,323000 ,100 ,3 
Parets del Vallès,https://www.idealista.com/obra-nueva/105316013/inmueble/105685557/,323000 ,100 ,3 
Parets del Vallès,https://www.idealista.com/obra-nueva/105316013/inmueble/105685547/,323000 ,93 ,3 
Parets del Vallès,https://www.idealista.com/obra-nueva/105316013/inmueble/105685556/,475000 ,131 ,4 
"Centre, Gavà",https://www.idealista.com/obra-nueva/108972191/inmueble/108994221/,323500 ,77 ,3 
"Centre, Gavà",https://www.idealista.com/obra-nueva/108972191/inmueble/108978410/,345000 ,102 ,3 
"Centre, Gavà",https://www.idealista.com/obra-nueva/108972191/inmueble/108978460/,368600 ,89 ,3 
"Centre, Gavà",https://www.idealista.com/obra-nueva/108972191/inmueble/108978461/,368600 ,82 ,2 
"Centre, Gavà",https://www.idealista.com/obra-nueva/108972191/inmueble/108978479/,398800 ,85 ,3 
"Centre, Gavà",https://www.idealista.com/obra-nueva/108972191/inmueble/108994214/,435800 ,97 ,3 
"Centre, Gavà",https://www.idealista.com/obra-nueva/108972191/inmueble/108978454/,469800 ,119 ,3 
"Mas Rampinyo - Carrerada, Montcada i Reixac",https://www.idealista.com/obra-nueva/108708934/inmueble/108709874/,325000 ,101 ,4 
"Mas Rampinyo - Carrerada, Montcada i Reixac",https://www.idealista.com/obra-nueva/108708934/inmueble/108709763/,330000 ,101 ,3 
"Mas Rampinyo - Carrerada, Montcada i Reixac",https://www.idealista.com/obra-nueva/108708934/inmueble/108709812/,350000 ,100 ,3 
"Mas Rampinyo - Carrerada, Montcada i Reixac",https://www.idealista.com/obra-nueva/108708934/inmueble/108709838/,365000 ,105 ,4 
"Mas Rampinyo - Carrerada, Montcada i Reixac",https://www.idealista.com/obra-nueva/108708934/inmueble/108709829/,390000 ,105 ,4 
"Mas Rampinyo - Carrerada, Montcada i Reixac",https://www.idealista.com/obra-nueva/108708934/inmueble/108709814/,405000 ,100 ,3 
"El Guinardó, Barcelona",https://www.idealista.com/obra-nueva/108623484/inmueble/108630421/,328000 ,55 ,1 
"El Guinardó, Barcelona",https://www.idealista.com/obra-nueva/108623484/inmueble/108630477/,335000 ,55 ,1 
"El Guinardó, Barcelona",https://www.idealista.com/obra-nueva/108623484/inmueble/108879850/,342000 ,55 ,1 
"El Guinardó, Barcelona",https://www.idealista.com/obra-nueva/108623484/inmueble/108879373/,460000 ,76 ,2 
"El Guinardó, Barcelona",https://www.idealista.com/obra-nueva/108623484/inmueble/108630469/,465000 ,77 ,2 
"El Guinardó, Barcelona",https://www.idealista.com/obra-nueva/108623484/inmueble/108630468/,469000 ,77 ,2 
"El Guinardó, Barcelona",https://www.idealista.com/obra-nueva/108623484/inmueble/108630435/,481000 ,77 ,2 
"El Guinardó, Barcelona",https://www.idealista.com/obra-nueva/108623484/inmueble/108880477/,486000 ,78 ,2 
"El Guinardó, Barcelona",https://www.idealista.com/obra-nueva/108623484/inmueble/108879725/,492000 ,77 ,2 
"El Guinardó, Barcelona",https://www.idealista.com/obra-nueva/108623484/inmueble/108630368/,562000 ,90 ,3 
Barberà del Vallès,https://www.idealista.com/obra-nueva/98756188/inmueble/100574803/,331000 ,139 ,3 
Barberà del Vallès,https://www.idealista.com/obra-nueva/98756188/inmueble/101164319/,110000 ,N/A,N/A
Vallromanes,https://www.idealista.com/obra-nueva/108526136/inmueble/108803128/,333000 ,66 ,2 
Vallromanes,https://www.idealista.com/obra-nueva/108526136/inmueble/108803109/,403000 ,90 ,3 
"Puigfred, Badalona",https://www.idealista.com/obra-nueva/107737934/inmueble/107741543/,335000 ,100 ,3 
"Puigfred, Badalona",https://www.idealista.com/obra-nueva/107737934/inmueble/107741759/,340000 ,100 ,3 
"Puigfred, Badalona",https://www.idealista.com/obra-nueva/107737934/inmueble/107741701/,345000 ,100 ,3 
"La Gavarra, Cornellà de Llobregat",https://www.idealista.com/obra-nueva/108334500/inmueble/108475848/,335000 ,90 ,3 
"La Gavarra, Cornellà de Llobregat",https://www.idealista.com/obra-nueva/108334500/inmueble/108475814/,345000 ,90 ,3 
"La Gavarra, Cornellà de Llobregat",https://www.idealista.com/obra-nueva/108334500/inmueble/108687956/,360000 ,90 ,3 
"La Gavarra, Cornellà de Llobregat",https://www.idealista.com/obra-nueva/108334500/inmueble/108475813/,397000 ,106 ,3 
"La Gavarra, Cornellà de Llobregat",https://www.idealista.com/obra-nueva/108334500/inmueble/108475849/,420000 ,106 ,3 
"La Gavarra, Cornellà de Llobregat",https://www.idealista.com/obra-nueva/108334500/inmueble/108475770/,250000 ,N/A,N/A
El Papiol,https://www.idealista.com/obra-nueva/105455918/inmueble/105462167/,337000 ,91 ,3 
El Papiol,https://www.idealista.com/obra-nueva/105455918/inmueble/105462168/,337000 ,91 ,3 
El Papiol,https://www.idealista.com/obra-nueva/105455918/inmueble/105462169/,337000 ,90 ,3 
El Papiol,https://www.idealista.com/obra-nueva/105455918/inmueble/105462157/,370000 ,114 ,3 
El Papiol,https://www.idealista.com/obra-nueva/105455918/inmueble/105462158/,457000 ,164 ,3 
"La Gavarra, Cornellà de Llobregat",https://www.idealista.com/obra-nueva/107819396/inmueble/107826643/,340000 ,76 ,3 
"La Gavarra, Cornellà de Llobregat",https://www.idealista.com/obra-nueva/107819396/inmueble/107826816/,355000 ,79 ,3 
"La Gavarra, Cornellà de Llobregat",https://www.idealista.com/obra-nueva/107819396/inmueble/107826838/,435000 ,119 ,3 
"La Gavarra, Cornellà de Llobregat",https://www.idealista.com/obra-nueva/107819396/inmueble/107826846/,534900 ,124 ,4 
"Via Europa - Parque Central, Mataró",https://www.idealista.com/obra-nueva/106201890/inmueble/106204536/,342000 ,91 ,3 
"Via Europa - Parque Central, Mataró",https://www.idealista.com/obra-nueva/106201890/inmueble/108034127/,358000 ,91 ,3 
"Via Europa - Parque Central, Mataró",https://www.idealista.com/obra-nueva/106201890/inmueble/108034086/,362000 ,94 ,3 
"Via Europa - Parque Central, Mataró",https://www.idealista.com/obra-nueva/106201890/inmueble/106204520/,372000 ,94 ,3 
"Via Europa - Parque Central, Mataró",https://www.idealista.com/obra-nueva/106201890/inmueble/108033939/,404000 ,94 ,3 
"Via Europa - Parque Central, Mataró",https://www.idealista.com/obra-nueva/106201890/inmueble/108033784/,576000 ,216 ,3 
"La Mina, Sant Adriá de Besós",https://www.idealista.com/obra-nueva/92091034/inmueble/108595105/,343000 ,123 ,3 
"La Mina, Sant Adriá de Besós",https://www.idealista.com/obra-nueva/92091034/inmueble/104961453/,345000 ,83 ,2 
"La Mina, Sant Adriá de Besós",https://www.idealista.com/obra-nueva/92091034/inmueble/105889481/,169000 ,N/A,N/A
"La Mina, Sant Adriá de Besós",https://www.idealista.com/obra-nueva/92091034/inmueble/105889482/,178000 ,N/A,N/A
"La Mina, Sant Adriá de Besós",https://www.idealista.com/obra-nueva/92091034/inmueble/105889465/,267000 ,N/A,N/A
Vilassar de Dalt,https://www.idealista.com/obra-nueva/105723400/inmueble/105730658/,345000 ,84 ,3 
Vilassar de Dalt,https://www.idealista.com/obra-nueva/105723400/inmueble/105730650/,350000 ,91 ,3 
Vilassar de Dalt,https://www.idealista.com/obra-nueva/105723400/inmueble/105725866/,375000 ,91 ,3 
Vilassar de Dalt,https://www.idealista.com/obra-nueva/105723400/inmueble/105730631/,375000 ,90 ,3 
"Montigalà, Badalona",https://www.idealista.com/obra-nueva/98750837/inmueble/108880381/,346000 ,74 ,2 
"Montigalà, Badalona",https://www.idealista.com/obra-nueva/98750837/inmueble/107124231/,369000 ,91 ,3 
"Montigalà, Badalona",https://www.idealista.com/obra-nueva/98750837/inmueble/108661090/,394000 ,93 ,3 
"Montigalà, Badalona",https://www.idealista.com/obra-nueva/98750837/inmueble/107390576/,398000 ,90 ,3 
"Montigalà, Badalona",https://www.idealista.com/obra-nueva/98750837/inmueble/107233753/,404000 ,94 ,3 
"Montigalà, Badalona",https://www.idealista.com/obra-nueva/98750837/inmueble/108660979/,421000 ,94 ,3 
"Montigalà, Badalona",https://www.idealista.com/obra-nueva/98750837/inmueble/107934836/,455000 ,107 ,4 
"Montigalà, Badalona",https://www.idealista.com/obra-nueva/98750837/inmueble/108661069/,488000 ,123 ,4 
"Montigalà, Badalona",https://www.idealista.com/obra-nueva/98750837/inmueble/107233754/,490000 ,117 ,4 
"Montigalà, Badalona",https://www.idealista.com/obra-nueva/98750837/inmueble/108661072/,600000 ,138 ,4 
"El Carmel, Barcelona",https://www.idealista.com/obra-nueva/101678122/inmueble/105911660/,348600 ,80 ,2 
"El Carmel, Barcelona",https://www.idealista.com/obra-nueva/101678122/inmueble/106542541/,22200 ,N/A,N/A
"Centre, Badalona",https://www.idealista.com/obra-nueva/100579509/inmueble/100583794/,350000 ,111 ,2 
"Centre, Badalona",https://www.idealista.com/obra-nueva/100579509/inmueble/100583819/,460000 ,107 ,3 
Vilanova del Vallès,https://www.idealista.com/obra-nueva/105094105/inmueble/108722395/,351177 ,80 ,3 
Vilanova del Vallès,https://www.idealista.com/obra-nueva/105094105/inmueble/108722508/,351177 ,80 ,3 
Vilanova del Vallès,https://www.idealista.com/obra-nueva/105094105/inmueble/108711930/,351177 ,80 ,3 
Vilanova del Vallès,https://www.idealista.com/obra-nueva/105094105/inmueble/108722392/,351177 ,80 ,3 
Vilanova del Vallès,https://www.idealista.com/obra-nueva/105094105/inmueble/108722510/,351177 ,80 ,3 
Vilanova del Vallès,https://www.idealista.com/obra-nueva/105094105/inmueble/108722494/,351177 ,80 ,3 
Vilanova del Vallès,https://www.idealista.com/obra-nueva/105094105/inmueble/108722480/,356350 ,84 ,3 
Vilanova del Vallès,https://www.idealista.com/obra-nueva/105094105/inmueble/108711837/,356507 ,89 ,3 
Molins de Rei,https://www.idealista.com/obra-nueva/108493872/inmueble/108509468/,355000 ,94 ,3 
Molins de Rei,https://www.idealista.com/obra-nueva/108493872/inmueble/108509469/,365000 ,92 ,3 
Molins de Rei,https://www.idealista.com/obra-nueva/108493872/inmueble/108509497/,375000 ,92 ,3 
Molins de Rei,https://www.idealista.com/obra-nueva/108493872/inmueble/108509496/,385000 ,96 ,3 
Molins de Rei,https://www.idealista.com/obra-nueva/108493872/inmueble/108509470/,460000 ,153 ,4 
Molins de Rei,https://www.idealista.com/obra-nueva/108493872/inmueble/108509498/,470000 ,150 ,4 
Molins de Rei,https://www.idealista.com/obra-nueva/108493872/inmueble/108509353/,590000 ,211 ,3 
"Barri Antic - Centre, Viladecans",https://www.idealista.com/obra-nueva/104156787/inmueble/104165997/,355500 ,112 ,3 
"Barri Antic - Centre, Viladecans",https://www.idealista.com/obra-nueva/104156787/inmueble/104165979/,362000 ,116 ,3 
"Barri Antic - Centre, Viladecans",https://www.idealista.com/obra-nueva/104156787/inmueble/104165941/,399000 ,113 ,3 
"Barri Antic - Centre, Viladecans",https://www.idealista.com/obra-nueva/104156787/inmueble/104166000/,399500 ,113 ,3 
"Barri Antic - Centre, Viladecans",https://www.idealista.com/obra-nueva/104156787/inmueble/104165939/,405000 ,116 ,3 
"La Verneda i la Pau, Barcelona",https://www.idealista.com/obra-nueva/106697910/inmueble/107441347/,357000 ,60 ,2 
"La Verneda i la Pau, Barcelona",https://www.idealista.com/obra-nueva/106697910/inmueble/107862310/,368000 ,55 ,2 
"La Verneda i la Pau, Barcelona",https://www.idealista.com/obra-nueva/106697910/inmueble/108905399/,371000 ,59 ,2 
"La Verneda i la Pau, Barcelona",https://www.idealista.com/obra-nueva/106697910/inmueble/107862308/,393000 ,69 ,2 
"La Verneda i la Pau, Barcelona",https://www.idealista.com/obra-nueva/106697910/inmueble/108585417/,394000 ,64 ,2 
"La Verneda i la Pau, Barcelona",https://www.idealista.com/obra-nueva/106697910/inmueble/106697931/,400000 ,59 ,2 
"La Verneda i la Pau, Barcelona",https://www.idealista.com/obra-nueva/106697910/inmueble/107059128/,489000 ,76 ,3 
"La Verneda i la Pau, Barcelona",https://www.idealista.com/obra-nueva/106697910/inmueble/106697932/,690000 ,102 ,3 
"Fontsanta-Fatjó, Cornellà de Llobregat",https://www.idealista.com/obra-nueva/107445758/inmueble/108863678/,357000 ,72 ,2 
"Fontsanta-Fatjó, Cornellà de Llobregat",https://www.idealista.com/obra-nueva/107445758/inmueble/108863677/,479000 ,117 ,3 
"Torrent Ballester, Viladecans",https://www.idealista.com/obra-nueva/104271432/inmueble/104277638/,360000 ,98 ,3 
"Torrent Ballester, Viladecans",https://www.idealista.com/obra-nueva/104271432/inmueble/108901919/,360000 ,97 ,3 
"Torrent Ballester, Viladecans",https://www.idealista.com/obra-nueva/104271432/inmueble/108902025/,365000 ,97 ,3 
"Torrent Ballester, Viladecans",https://www.idealista.com/obra-nueva/104271432/inmueble/104277656/,540000 ,148 ,4 
