Location,Link,Price (€),Area (m²)
"Mas Rampinyo - Carrerada, Montcada i Reixac",https://www.idealista.com/obra-nueva/106076834/,299000 ,135 
La Llagosta,https://www.idealista.com/obra-nueva/106557871/,240100 ,63 
La Llagosta,https://www.idealista.com/obra-nueva/106557871/,240100 ,63 
La Llagosta,https://www.idealista.com/obra-nueva/106557871/,253100 ,56 
La Llagosta,https://www.idealista.com/obra-nueva/106557871/,255300 ,68 
La Llagosta,https://www.idealista.com/obra-nueva/106557871/,255300 ,68 
La Llagosta,https://www.idealista.com/obra-nueva/106557871/,309000 ,85 
"Centro Pueblo, Sant Pere de Ribes",https://www.idealista.com/obra-nueva/103959327/,295000 ,80 
"Centro Pueblo, Sant Pere de Ribes",https://www.idealista.com/obra-nueva/103959327/,325000 ,81 
"Centre, Ripollet",https://www.idealista.com/obra-nueva/104646483/,199000 ,55 
"Centre, Ripollet",https://www.idealista.com/obra-nueva/104646483/,265000 ,101 
"Centre, Ripollet",https://www.idealista.com/obra-nueva/104646483/,320000 ,89 
"Cerdanyola nord, Mataró",https://www.idealista.com/obra-nueva/97530956/,140000 ,51 
"Cerdanyola nord, Mataró",https://www.idealista.com/obra-nueva/97530956/,140000 ,51 
"Cerdanyola nord, Mataró",https://www.idealista.com/obra-nueva/97530956/,150000 ,51 
"Cerdanyola nord, Mataró",https://www.idealista.com/obra-nueva/97530956/,150000 ,51 
"Cerdanyola nord, Mataró",https://www.idealista.com/obra-nueva/97530956/,80000 ,N/A
"Eixample, Mataró",https://www.idealista.com/obra-nueva/106566193/,245000 ,50 
"Eixample, Mataró",https://www.idealista.com/obra-nueva/106566193/,255000 ,70 
"Eixample, Mataró",https://www.idealista.com/obra-nueva/106566193/,385000 ,97 
"Eixample, Mataró",https://www.idealista.com/obra-nueva/106566193/,390000 ,121 
"Eixample, Mataró",https://www.idealista.com/obra-nueva/106566193/,400000 ,105 
"Eixample, Mataró",https://www.idealista.com/obra-nueva/106566193/,450000 ,127 
"Plaça Catalunya - Vinyets, Sant Boi de Llobregat",https://www.idealista.com/obra-nueva/97766189/,274703 ,63 
"Plaça Catalunya - Vinyets, Sant Boi de Llobregat",https://www.idealista.com/obra-nueva/97766189/,352858 ,90 
"Centre, Santa Coloma de Gramenet",https://www.idealista.com/obra-nueva/104711592/,190000 ,41 
"Centre, Santa Coloma de Gramenet",https://www.idealista.com/obra-nueva/104711592/,255000 ,54 
"Centre, Santa Coloma de Gramenet",https://www.idealista.com/obra-nueva/104711592/,260000 ,54 
"Centre, Santa Coloma de Gramenet",https://www.idealista.com/obra-nueva/104711592/,310000 ,80 
"Centre, Santa Coloma de Gramenet",https://www.idealista.com/obra-nueva/104711592/,430000 ,107 
"Via Europa - Parque Central, Mataró",https://www.idealista.com/obra-nueva/106201890/,262000 ,65 
"Via Europa - Parque Central, Mataró",https://www.idealista.com/obra-nueva/106201890/,267000 ,65 
"Via Europa - Parque Central, Mataró",https://www.idealista.com/obra-nueva/106201890/,286000 ,65 
"Via Europa - Parque Central, Mataró",https://www.idealista.com/obra-nueva/106201890/,352000 ,97 
"Via Europa - Parque Central, Mataró",https://www.idealista.com/obra-nueva/106201890/,567000 ,123 
"Plaça Catalunya - Vinyets, Sant Boi de Llobregat",https://www.idealista.com/obra-nueva/106726888/,200000 ,43 
"Plaça Catalunya - Vinyets, Sant Boi de Llobregat",https://www.idealista.com/obra-nueva/106726888/,269500 ,67 
"Plaça Catalunya - Vinyets, Sant Boi de Llobregat",https://www.idealista.com/obra-nueva/106726888/,362000 ,79 
"Plaça Catalunya - Vinyets, Sant Boi de Llobregat",https://www.idealista.com/obra-nueva/106726888/,447500 ,97 
"Plaça Catalunya - Vinyets, Sant Boi de Llobregat",https://www.idealista.com/obra-nueva/106726888/,475000 ,162 
"Plaça Catalunya - Vinyets, Sant Boi de Llobregat",https://www.idealista.com/obra-nueva/106726888/,492500 ,121 
"El Pedró, Cornellà de Llobregat",https://www.idealista.com/obra-nueva/105073771/,205000 ,68 
"El Pedró, Cornellà de Llobregat",https://www.idealista.com/obra-nueva/105073771/,318000 ,100 
"El Pedró, Cornellà de Llobregat",https://www.idealista.com/obra-nueva/105073771/,318000 ,102 
"El Pedró, Cornellà de Llobregat",https://www.idealista.com/obra-nueva/105073771/,369000 ,102 
"Centre, Castelldefels",https://www.idealista.com/obra-nueva/106237441/,240000 ,46 
"Centre, Sant Joan Despí",https://www.idealista.com/obra-nueva/105842714/,247500 ,45 
"Centre, Sant Joan Despí",https://www.idealista.com/obra-nueva/105842714/,368000 ,70 
"Centre, Sant Joan Despí",https://www.idealista.com/obra-nueva/105842714/,378000 ,72 
"Centre, Sant Joan Despí",https://www.idealista.com/obra-nueva/105842714/,395000 ,87 
"Centre, Sant Joan Despí",https://www.idealista.com/obra-nueva/105842714/,538000 ,113 
"Centre, Sant Joan Despí",https://www.idealista.com/obra-nueva/105842714/,538000 ,108 
"Plaça Catalunya - Vinyets, Sant Boi de Llobregat",https://www.idealista.com/obra-nueva/105841723/,258000 ,67 
"Plaça Catalunya - Vinyets, Sant Boi de Llobregat",https://www.idealista.com/obra-nueva/105841723/,272000 ,74 
"Plaça Catalunya - Vinyets, Sant Boi de Llobregat",https://www.idealista.com/obra-nueva/105841723/,278000 ,78 
"Plaça Catalunya - Vinyets, Sant Boi de Llobregat",https://www.idealista.com/obra-nueva/105841723/,306000 ,90 
"Plaça Catalunya - Vinyets, Sant Boi de Llobregat",https://www.idealista.com/obra-nueva/105841723/,345000 ,85 
"Plaça Catalunya - Vinyets, Sant Boi de Llobregat",https://www.idealista.com/obra-nueva/105841723/,372000 ,110 
"Eixample, El Prat de Llobregat",https://www.idealista.com/obra-nueva/104355941/,255900 ,50 
"Eixample, El Prat de Llobregat",https://www.idealista.com/obra-nueva/104355941/,259900 ,72 
"Eixample, El Prat de Llobregat",https://www.idealista.com/obra-nueva/104355941/,265900 ,62 
"Eixample, El Prat de Llobregat",https://www.idealista.com/obra-nueva/104355941/,385900 ,86 
"Eixample, El Prat de Llobregat",https://www.idealista.com/obra-nueva/104355941/,385900 ,94 
"Eixample, El Prat de Llobregat",https://www.idealista.com/obra-nueva/104355941/,395900 ,77 
Cabrils,https://www.idealista.com/obra-nueva/102151218/,295000 ,74 
Cabrils,https://www.idealista.com/obra-nueva/102151218/,298000 ,69 
Cabrils,https://www.idealista.com/obra-nueva/102151218/,355000 ,57 
Cabrils,https://www.idealista.com/obra-nueva/102151218/,359000 ,62 
Cabrils,https://www.idealista.com/obra-nueva/102151218/,408000 ,105 
Cabrils,https://www.idealista.com/obra-nueva/102151218/,555000 ,110 
"Sant Andreu, Barcelona",https://www.idealista.com/obra-nueva/104918699/,274000 ,45 
"Sant Andreu, Barcelona",https://www.idealista.com/obra-nueva/104918699/,278000 ,45 
"Sant Andreu, Barcelona",https://www.idealista.com/obra-nueva/104918699/,290000 ,45 
"Sant Andreu, Barcelona",https://www.idealista.com/obra-nueva/104918699/,355000 ,60 
"Sant Andreu, Barcelona",https://www.idealista.com/obra-nueva/104918699/,359000 ,60 
"Sant Andreu, Barcelona",https://www.idealista.com/obra-nueva/104918699/,370000 ,58 
"Centre - Casco Antiguo, Sant Boi de Llobregat",https://www.idealista.com/obra-nueva/106696696/,284000 ,89 
"Centre - Casco Antiguo, Sant Boi de Llobregat",https://www.idealista.com/obra-nueva/106696696/,328000 ,85 
"Centre - Casco Antiguo, Sant Boi de Llobregat",https://www.idealista.com/obra-nueva/106696696/,420000 ,142 
"Centre - Casco Antiguo, Sant Boi de Llobregat",https://www.idealista.com/obra-nueva/106696696/,455000 ,155 
"Centre - Casco Antiguo, Sant Boi de Llobregat",https://www.idealista.com/obra-nueva/106696696/,495000 ,139 
"Via Europa - Parque Central, Mataró",https://www.idealista.com/obra-nueva/103548984/,183000 ,71 
"Via Europa - Parque Central, Mataró",https://www.idealista.com/obra-nueva/103548984/,263000 ,77 
"Via Europa - Parque Central, Mataró",https://www.idealista.com/obra-nueva/103548984/,362000 ,95 
"Via Europa - Parque Central, Mataró",https://www.idealista.com/obra-nueva/103548984/,468000 ,83 
