Link,Price (€),Area (m²),Hab,Location
https://www.idealista.com/inmueble/104378146/,239900,99,2,"Col-legis Nous, Mollet del Vallès"
https://www.idealista.com/inmueble/106741163/,145000,75,2,"La Salut, Badalona"
https://www.idealista.com/inmueble/105910163/,229000,105,2,Mataró
https://www.idealista.com/inmueble/96629854/,235000,75,2,"Centre, Mataró"
https://www.idealista.com/inmueble/104600527/,154000,77,1,"Riu, Santa Coloma de Gramenet"
https://www.idealista.com/inmueble/106270321/,174078,101,2,"Centre, Ripollet"
https://www.idealista.com/inmueble/106257061/,229000,82,2,"La Gavarra, Cornellà de Llobregat"
https://www.idealista.com/inmueble/105554156/,225000,76,2,"El Raval, Santa Coloma de Gramenet"
https://www.idealista.com/inmueble/106518392/,190000,77,2,"Montcada Centro, Montcada i Reixac"
https://www.idealista.com/inmueble/106391077/,236000,78,2,"Can Baró, Barcelona"
https://www.idealista.com/inmueble/105554325/,225000,76,2,"El Raval, Santa Coloma de Gramenet"
https://www.idealista.com/inmueble/106005684/,217000,100,2,Olesa de Bonesvalls
https://www.idealista.com/inmueble/104863875/,179000,85,2,"Marianao, Sant Boi de Llobregat"
https://www.idealista.com/inmueble/106293456/,225000,77,2,"Via Europa - Parque Central, Mataró"
https://www.idealista.com/inmueble/96658953/,239000,80,2,Arenys de Mar
https://www.idealista.com/inmueble/106691302/,228000,80,2,"Nou Barris, Barcelona"
https://www.idealista.com/inmueble/106378785/,229000,76,2,"Les Planes, Sant Joan Despí"
https://www.idealista.com/inmueble/99296706/,164200,106,2,"Can Sant Joan, Montcada i Reixac"
https://www.idealista.com/inmueble/105767073/,230000,100,2,"Els Molins, Mataró"
https://www.idealista.com/inmueble/105877169/,150000,82,2,"El Raval, Santa Coloma de Gramenet"
https://www.idealista.com/inmueble/106369826/,209000,70,2,"Les Planes, Sant Joan Despí"
https://www.idealista.com/inmueble/105562842/,142000,75,2,Canet de Mar
https://www.idealista.com/inmueble/101070092/,208000,82,2,"La Teixonera, Barcelona"
https://www.idealista.com/inmueble/104748100/,175000,89,2,"La Torrasa, Hospitalet de Llobregat"
https://www.idealista.com/inmueble/103289896/,237000,75,2,"Fondo, Santa Coloma de Gramenet"
https://www.idealista.com/inmueble/106233671/,200000,72,2,"El Camp de l'Arpa del Clot, Barcelona"
https://www.idealista.com/inmueble/105892562/,175000,70,2,"Centre, Ripollet"
https://www.idealista.com/inmueble/106515392/,179900,72,1,"El Raval, Barcelona"
https://www.idealista.com/inmueble/104949046/,178500,100,2,"Sant Crist, Badalona"
https://www.idealista.com/inmueble/100885824/,132500,71,2,"La Salut - Lloreda - Sistrells, Badalona"
https://www.idealista.com/inmueble/102122073/,132500,99,2,"Llefià - Sant Roc - Artigues, Badalona"
https://www.idealista.com/inmueble/106460400/,159900,94,2,"El Raval, Santa Coloma de Gramenet"
https://www.idealista.com/inmueble/33884195/,180000,75,2,Santa Coloma de Gramenet
https://www.idealista.com/inmueble/106573906/,157500,72,2,Sant Boi de Llobregat
https://www.idealista.com/inmueble/106460400/,159900,94,2,"El Raval, Santa Coloma de Gramenet"
https://www.idealista.com/inmueble/104234555/,185000,74,2,"La Morera, Badalona"
https://www.idealista.com/inmueble/106291972/,185000,70,2,"La Trinitat Vella, Barcelona"
https://www.idealista.com/inmueble/106040365/,218000,70,2,"El Besós, Sant Adriá de Besós"
https://www.idealista.com/inmueble/103413764/,232000,94,2,"Ocata, El Masnou"
https://www.idealista.com/inmueble/106239505/,195000,72,2,"El Raval, Santa Coloma de Gramenet"
https://www.idealista.com/inmueble/106488933/,159900,94,2,"El Raval, Santa Coloma de Gramenet"
https://www.idealista.com/inmueble/100546257/,220000,75,2,"El Raval, Barcelona"
https://www.idealista.com/inmueble/105683238/,230000,100,2,Mataró
https://www.idealista.com/inmueble/35127687/,190000,90,2,"Maresme, Barcelona"
https://www.idealista.com/inmueble/105426848/,228000,94,2,Mataró
https://www.idealista.com/inmueble/104060008/,124000,71,2,"Maresme, Barcelona"
https://www.idealista.com/inmueble/106463944/,191000,78,2,Santa Perpètua de Mogoda
https://www.idealista.com/inmueble/106682403/,109000,84,2,Mataró
https://www.idealista.com/inmueble/106616317/,180000,76,1,Sant Boi de Llobregat
https://www.idealista.com/inmueble/106272261/,175000,83,2,Sant Boi de Llobregat
https://www.idealista.com/inmueble/106661455/,238000,76,2,Sant Joan Despí
https://www.idealista.com/inmueble/106452996/,194000,74,2,"El Pedró, Cornellà de Llobregat"
https://www.idealista.com/inmueble/104119620/,235000,83,2,Cervelló
https://www.idealista.com/inmueble/106561565/,226000,115,2,Ripollet
https://www.idealista.com/inmueble/100003926/,185000,77,2,"Baix Llobregat Nord, Barcelona"
https://www.idealista.com/inmueble/106428774/,191000,78,2,"Vallès Occidental, Barcelona"
https://www.idealista.com/inmueble/104888645/,115000,76,2,"Llefià - Sant Roc - Artigues, Badalona"
https://www.idealista.com/inmueble/105598524/,147000,91,2,"Centre, Santa Coloma de Gramenet"
https://www.idealista.com/inmueble/105236059/,240000,70,1,"Sant Pere - Santa Caterina i la Ribera, Barcelona"
https://www.idealista.com/inmueble/102735964/,200000,75,2,Mataró
https://www.idealista.com/inmueble/106112345/,189900,71,2,"El Raval, Barcelona"
https://www.idealista.com/inmueble/101940485/,173500,75,2,"La Torrasa, Hospitalet de Llobregat"
https://www.idealista.com/inmueble/101940485/,173500,75,2,"La Torrasa, Hospitalet de Llobregat"
https://www.idealista.com/inmueble/106337080/,205000,150,2,Sant Feliu de Llobregat
https://www.idealista.com/inmueble/100241090/,154000,77,1,Santa Coloma de Gramenet
https://www.idealista.com/inmueble/97372469/,170000,70,2,Mataró
https://www.idealista.com/inmueble/101940328/,103000,74,2,"Llefià - Sant Roc - Artigues, Badalona"
https://www.idealista.com/inmueble/106720968/,185150,88,2,"Centre, Castelldefels"
https://www.idealista.com/inmueble/106459891/,183000,91,2,"Nou Barris, Barcelona"
https://www.idealista.com/inmueble/104759705/,225000,70,2,Mataró
https://www.idealista.com/inmueble/106237474/,180000,72,2,"Sant Crist, Badalona"
https://www.idealista.com/inmueble/104702484/,149900,71,2,Mataró
https://www.idealista.com/inmueble/106149549/,145000,72,2,"Maresme, Barcelona"
https://www.idealista.com/inmueble/106244569/,185000,91,2,"Nou Barris, Barcelona"
https://www.idealista.com/inmueble/105145072/,166000,75,2,"Artigues, Badalona"
https://www.idealista.com/inmueble/106028646/,166000,71,2,"Riera Alta - Llatí, Santa Coloma de Gramenet"
https://www.idealista.com/inmueble/101905667/,191000,73,2,"Cerdanyola nord, Mataró"
https://www.idealista.com/inmueble/103460703/,233000,90,2,Mataró
https://www.idealista.com/inmueble/104390378/,181000,78,2,"Ciutat Meridiana - Torre Baró - Vallbona, Barcelona"
https://www.idealista.com/inmueble/101823323/,223000,71,2,"Vallès Oriental, Barcelona"
https://www.idealista.com/inmueble/104205807/,145000,75,2,"La Salut, Badalona"
https://www.idealista.com/inmueble/103291709/,220000,75,1,"La Torrasa, Hospitalet de Llobregat"
https://www.idealista.com/inmueble/105273084/,200000,76,2,"Centre, Gavà"
https://www.idealista.com/inmueble/95809431/,215000,120,1,"Terra Nostra - Font Pudenta, Montcada i Reixac"
https://www.idealista.com/inmueble/104583551/,179000,96,2,Mataró
https://www.idealista.com/inmueble/106654724/,207000,80,2,Premiá de Mar
https://www.idealista.com/inmueble/106483113/,225000,70,2,"Cerdanyola, Mataró"
https://www.idealista.com/inmueble/105882423/,139900,86,2,Mataró
https://www.idealista.com/inmueble/106082503/,165900,73,2,Santa Coloma de Gramenet
https://www.idealista.com/inmueble/102641917/,179000,89,2,Mollet del Vallès
https://www.idealista.com/inmueble/105265212/,135000,79,2,"La Trinitat Vella, Barcelona"
https://www.idealista.com/inmueble/105020901/,202500,90,1,"Centro, Sant Andreu de Llavaneres"
https://www.idealista.com/inmueble/29461520/,185000,85,2,Pallejà
https://www.idealista.com/inmueble/103085891/,230000,73,2,"Bellvitge, Hospitalet de Llobregat"
https://www.idealista.com/inmueble/102556346/,239000,83,2,"Cerdanyola, Mataró"
https://www.idealista.com/inmueble/106288979/,75000,79,1,Sant Boi de Llobregat
https://www.idealista.com/inmueble/105325540/,176000,79,2,Mollet del Vallès
https://www.idealista.com/inmueble/96736502/,110000,97,2,Premià de Dalt
https://www.idealista.com/inmueble/105514447/,183500,76,1,Montornès del Vallès
https://www.idealista.com/inmueble/105469574/,170000,90,2,Premiá de Mar
https://www.idealista.com/inmueble/105465002/,200000,90,2,"Centre, Cornellà de Llobregat"
https://www.idealista.com/inmueble/106082777/,139000,78,2,"Les Roquetes, Barcelona"
https://www.idealista.com/inmueble/106176301/,105000,71,2,"Rocafonda, Mataró"
https://www.idealista.com/inmueble/81484418/,87000,73,2,"Escorxador - El Palau, Mataró"
https://www.idealista.com/inmueble/91404975/,230000,74,2,"El Raval, Barcelona"
https://www.idealista.com/inmueble/103480940/,125000,70,2,"Llefià, Badalona"
https://www.idealista.com/inmueble/104966210/,220000,89,2,"Llefià, Badalona"
https://www.idealista.com/inmueble/105766716/,228000,80,2,"Sant Pere - Santa Caterina i la Ribera, Barcelona"
