Link,Price (€),Area (m²),Hab,Location
https://www.idealista.com/inmueble/108341887/,215000,116,3,"El Raval, Santa Coloma de Gramenet"
https://www.idealista.com/inmueble/108806719/,215000,85,3,"El Besòs, Barcelona"
https://www.idealista.com/inmueble/108936172/,215000,80,3,"Collblanc, Hospitalet de Llobregat"
https://www.idealista.com/inmueble/107644652/,215000,100,4,"La Teixonera, Barcelona"
https://www.idealista.com/inmueble/108284265/,215000,90,3,"Llefià, Badalona"
https://www.idealista.com/inmueble/107744866/,216000,88,4,"La Salut, Sant Feliu de Llobregat"
https://www.idealista.com/inmueble/106940430/,217000,85,4,"Marianao, Sant Boi de Llobregat"
https://www.idealista.com/inmueble/108928244/,217000,85,3,"Centre - Casco Antiguo, Sant Boi de Llobregat"
https://www.idealista.com/inmueble/105597584/,218000,87,4,"El Raval, Santa Coloma de Gramenet"
https://www.idealista.com/inmueble/108704787/,218000,94,4,Montcada i Reixac
https://www.idealista.com/inmueble/108460318/,218000,103,2,"Sant Crist, Badalona"
https://www.idealista.com/inmueble/108846347/,218000,105,3,El Prat de Llobregat
https://www.idealista.com/inmueble/108174166/,219900,93,3,"Riera Alta - Llatí, Santa Coloma de Gramenet"
https://www.idealista.com/inmueble/108918099/,219990,83,4,"Barri Antic - Centre, Viladecans"
https://www.idealista.com/inmueble/107353072/,219999,87,3,"Can Sant Joan, Montcada i Reixac"
https://www.idealista.com/inmueble/105678704/,220000,96,4,Viladecans
https://www.idealista.com/inmueble/108278338/,220000,150,4,"Puigfred, Badalona"
https://www.idealista.com/inmueble/108492185/,220000,94,3,"Collblanc, Hospitalet de Llobregat"
https://www.idealista.com/inmueble/108337042/,220000,83,3,Ripollet
https://www.idealista.com/inmueble/107858425/,220000,127,4,Ripollet
https://www.idealista.com/inmueble/108628948/,220000,92,3,"Sant Ramón, Cerdanyola del Vallès"
https://www.idealista.com/inmueble/105410484/,220000,93,2,"Llefià, Badalona"
https://www.idealista.com/inmueble/108836999/,220000,94,3,"Collblanc, Hospitalet de Llobregat"
https://www.idealista.com/inmueble/108753910/,220000,80,3,"La Gavarra, Cornellà de Llobregat"
https://www.idealista.com/inmueble/108670778/,220000,90,3,"Nou Barris, Barcelona"
https://www.idealista.com/inmueble/97373153/,220000,96,3,"El Bon Pastor, Barcelona"
https://www.idealista.com/inmueble/108749343/,222000,84,3,Cornellà de Llobregat
https://www.idealista.com/inmueble/108618373/,223000,82,3,"Centre-Cordelles, Cerdanyola del Vallès"
https://www.idealista.com/inmueble/108980768/,223000,102,4,Santa Coloma de Gramenet
https://www.idealista.com/inmueble/108998384/,223000,102,4,Santa Coloma de Gramenet
https://www.idealista.com/inmueble/108652457/,223000,111,3,"La Salut, Badalona"
https://www.idealista.com/inmueble/108458963/,223000,111,3,"La Salut, Badalona"
https://www.idealista.com/inmueble/108652278/,223000,111,3,"La Salut, Badalona"
https://www.idealista.com/inmueble/108686294/,223000,111,3,"Llefià, Badalona"
https://www.idealista.com/inmueble/108966390/,223000,104,4,Santa Coloma de Gramenet
https://www.idealista.com/inmueble/108711861/,223000,111,3,"La Salut - Lloreda - Sistrells, Badalona"
https://www.idealista.com/inmueble/108980928/,223000,102,4,"Centre, Santa Coloma de Gramenet"
https://www.idealista.com/inmueble/108996791/,223000,102,4,Santa Coloma de Gramenet
https://www.idealista.com/inmueble/108913977/,225000,80,3,"El Raval, Barcelona"
https://www.idealista.com/inmueble/108506883/,225000,100,5,"Parc Empresarial, Viladecans"
https://www.idealista.com/inmueble/107531015/,225000,82,2,"Horta Guinardó, Barcelona"
https://www.idealista.com/inmueble/108824733/,226000,80,2,La Palma de Cervelló
https://www.idealista.com/inmueble/107870489/,226000,80,2,La Palma de Cervelló
https://www.idealista.com/inmueble/108700067/,226000,91,3,"Centre-Cordelles, Cerdanyola del Vallès"
https://www.idealista.com/inmueble/108858140/,226000,103,3,Cerdanyola del Vallès
https://www.idealista.com/inmueble/109014752/,228000,80,3,"Bellvitge, Hospitalet de Llobregat"
https://www.idealista.com/inmueble/108853901/,229000,85,3,"Bellvitge, Hospitalet de Llobregat"
https://www.idealista.com/inmueble/107636291/,229900,82,3,"Can Tintorer - Can Pere Boir - Can Tries, Gavà"
https://www.idealista.com/inmueble/108761598/,229900,80,3,"Lloreda, Badalona"
https://www.idealista.com/inmueble/108558196/,229900,118,2,"Sant Joan Baptista, Sant Adriá de Besós"
https://www.idealista.com/inmueble/107445189/,230000,90,3,"Llefià, Badalona"
https://www.idealista.com/inmueble/105054594/,230000,110,4,"La Torrasa, Hospitalet de Llobregat"
https://www.idealista.com/inmueble/107952383/,230000,94,3,Torrelles de Llobregat
https://www.idealista.com/inmueble/108902346/,230000,87,2,Sant Boi de Llobregat
https://www.idealista.com/inmueble/108437804/,230000,86,3,"Riu, Santa Coloma de Gramenet"
https://www.idealista.com/inmueble/108411904/,230000,133,4,Ripollet
https://www.idealista.com/inmueble/108584584/,230000,87,3,"Sant Ramón, Cerdanyola del Vallès"
https://www.idealista.com/inmueble/106287551/,230000,83,3,Castelldefels
https://www.idealista.com/inmueble/101659705/,230000,80,4,"Collblanc, Hospitalet de Llobregat"
https://www.idealista.com/inmueble/107603378/,230000,80,3,"La Marina del Port, Barcelona"
https://www.idealista.com/inmueble/108927951/,230500,104,4,Sant Boi de Llobregat
https://www.idealista.com/inmueble/108223837/,231260,85,3,Santa Coloma de Gramenet
https://www.idealista.com/inmueble/107820550/,231781,117,2,"Montflorit-Plana del Castell, Cerdanyola del Vallès"
https://www.idealista.com/inmueble/109013476/,232000,87,3,"Can Tiana, Ripollet"
https://www.idealista.com/inmueble/107425608/,232000,96,4,"Centre, Santa Coloma de Gramenet"
https://www.idealista.com/inmueble/108518670/,233000,104,3,Ripollet
https://www.idealista.com/inmueble/105515299/,235000,85,3,"La Florida, Hospitalet de Llobregat"
https://www.idealista.com/inmueble/107427994/,235000,85,3,"La Florida, Hospitalet de Llobregat"
https://www.idealista.com/inmueble/108534484/,235000,91,3,"Bellvitge, Hospitalet de Llobregat"
https://www.idealista.com/inmueble/108856770/,235000,82,3,"Can Cuiàs, Montcada i Reixac"
https://www.idealista.com/inmueble/108234206/,235000,85,3,"Collblanc, Hospitalet de Llobregat"
https://www.idealista.com/inmueble/107701686/,235000,90,3,"Santa Rosa - Can Mariner, Santa Coloma de Gramenet"
https://www.idealista.com/inmueble/108349818/,235000,90,4,"Serraparera, Cerdanyola del Vallès"
https://www.idealista.com/inmueble/108599910/,235000,90,4,Montcada i Reixac
https://www.idealista.com/inmueble/87189866/,235000,110,3,"Centre, Ripollet"
https://www.idealista.com/inmueble/108619908/,237000,86,3,Viladecans
